PAC_NAME,RUSSELL_1000_COMPANY,TRANSACTION_YEAR,TRANSACTION_AMT,TRANSACTION_TP,COSINE_SIMILARITY
"PREMIER, INC. EMPLOYEES' CIVIC ACTION FUND",PREMIER INC,2016,5000,18K,1
PRINCIPAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,PRINCIPAL FINANCIAL GRP,2016,5000,18K,1
EMPLOYEES OF NORTHROP GRUMMAN CORPORATION PAC,NORTHROP GRUMMAN CORP,2016,5000,18K,1
ELI LILLY AND COMPANY POLITICAL ACTION COMMITTEE,LILLY ELI & CO,2016,2500,18K,1
ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE,ABBOTT LABORATORIES,2016,2500,18K,1
CSX GOOD GOVERNMENT FUND,CSX CORP,2016,15000,18K,1
BANK OF AMERICA CORPORATION FEDERAL PAC,BANK OF AMERICA CORP,2016,5000,18K,1
EMPLOYEES OF NORTHROP GRUMMAN CORPORATION PAC,NORTHROP GRUMMAN CORP,2016,2500,18K,1
JOHNSON & JOHNSON POLITICAL ACTION COMMITTEE,JOHNSON & JOHNSON,2016,5000,18K,1
NUCOR CORPORATION POLITICAL ACTION COMMITTEE,NUCOR CORP,2016,5000,18K,1
EXELON CORPORATION POLITICAL ACTION COMMITTEE (EXELON PAC),EXELON CORP,2016,2500,18K,1
HOME DEPOT INC. PAC,HOME DEPOT INC,2016,5000,18K,1
EMPLOYEES OF NORTHROP GRUMMAN CORPORATION PAC,NORTHROP GRUMMAN CORP,2016,5000,18K,1
BOEING POLITICAL ACTION COMMITTEE,BOEING CO,2016,5000,18K,1
EMPLOYEES OF NORTHROP GRUMMAN CORP. PAC,NORTHROP GRUMMAN CORP,2016,2500,18K,1
MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,MICROSOFT CORP,2016,2500,18K,1
ELI LILLY AND COMPANY POLITICAL ACTION COMMITTEE,LILLY ELI & CO,2016,1000,18K,1
BNSF RAILWAY COMPANY RAILPAC (BNSF RAILPAC),BERKSHIRE HATHAWAY INC,2016,5000,18K,1
EMPLOYEES OF NORTHROP GRUMMAN CORPORATION PAC,NORTHROP GRUMMAN CORP,2016,5000,18K,1
"MOLINA HEALTHCARE, INC. PAC",MOLINA HEALTHCARE INC,2016,2500,18K,1
MICROSOFT CORPORATION PAC,MICROSOFT CORP,2016,2500,18K,1
HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE,HONEYWELL INTERNATIONAL,2016,5000,18K,1
FMR LLC POLITICAL ACTION COMMITTEE STATE-FEDERAL (FIDELITY PAC),FNF GROUP,2016,1000,18K,1
CAPITAL ONE FINANCIAL CORP. ASSOC. POLITICAL FUND,CAPITAL ONE FINANCIAL,2016,2500,18K,1
"THE GOLDMAN SACHS GROUP, INC. PAC",GOLDMAN SACHS GROUP INC,2016,5000,18K,1
UNION PACIFIC CORP. FUND FOR EFFECTIVE GOVERNMENT,UNION PACIFIC CORP,2016,15000,18K,1
EXELON CORPORATION POLITICAL ACTION COMMITTEE (EXELON PAC),EXELON CORP,2016,5000,18K,1
THE AMERICAN ELECTRIC POWER COMMITTEE FOR RESPONSIBLE GOVERNMENT,AMERICAN ELECTRIC POWER,2016,5000,18K,1
BANK OF AMERICA CORPORATION FEDERAL PAC,BANK OF AMERICA CORP,2016,2500,18K,1
"WELLCARE HEALTH PLANS, INC. PAC (WELLCARE PAC)",WELLCARE HEALTH PLANS,2016,15000,18K,1
HONEYWELL INTERNATIONAL INC PAC,HONEYWELL INTERNATIONAL,2016,15000,18K,1
THE BOEING COMPANY POLITICAL ACTION COMMITTEE,BOEING CO,2016,15000,18K,1
THE COCA-COLA COMPANY NONPARTISAN COMMITTEE FOR GOOD GOVERNMENT,COCA COLA CO,2016,5000,18K,1
THE HOME DEPOT PAC,HOME DEPOT INC,2016,5000,18K,1
NEXTERA ENERGY PAC,NEXTERA ENERGY INC,2016,1000,18K,1
CSX CORPORATION GOOD GOVERNMENT FUND,CSX CORP,2016,15000,18K,1
DTE ENERGY COMPANY PAC,DTE ENERGY CO,2016,15000,18K,1
EMPLOYEES OF NORTHROP GRUMMAN CORP. PAC,NORTHROP GRUMMAN CORP,2016,15000,18K,1
GOOGLE INC. NETPAC,ALPHABET INC CL A,2016,5000,18K,1
ANTHEM INC. PAC (ANTHEM PAC),ANTHEM INC,2016,5000,18K,1
PFIZER INC. PAC,PFIZER INC,2016,15000,18K,1
PG&E CORPORATION EMPLOYEES ENERGYPAC,PG&E CORP,2016,15000,18K,1
"CISCO SYSTEMS, INC. FEDERAL PAC, AKA CISCO SYSTEMS EPAC",CISCO SYSTEMS INC,2016,5000,18K,1
MOTOROLA SOLUTIONS INC. PAC,MOTOROLA SOLUTIONS INC,2016,5000,18K,1
NEXTERA ENERGY INC. PAC,NEXTERA ENERGY INC,2016,15000,18K,1
AMERISOURCEBERGEN CORPORATION PAC (ABC PAC),AMERISOURCEBERGEN CORP,2016,15000,18K,1
AMGEN INC. PAC,AMGEN INC,2016,15000,18K,1
"ANTHEM, INC. POLITICAL ACTION COMMITTEE (ANTHEM PAC)",ANTHEM INC,2016,5000,18K,1
"ANTHEM, INC. POLITICAL ACTION COMMITTEE (ANTHEM PAC)",ANTHEM INC,2016,5000,18K,1
"ANTHEM, INC. POLITICAL ACTION COMMITTEE (ANTHEM PAC)",ANTHEM INC,2016,5000,18K,1
"BEST BUY CO., INC. EMPLOYEE POLITICAL FORUM",BEST BUY INC,2016,5000,18K,1
HOLLYFRONTIER CORPORATION PAC,HOLLYFRONTIER CORP,2016,2500,18K,1
LOCKHEED MARTIN CORPORATION EMPLOYEES' PAC,LOCKHEED MARTIN CORP,2016,15000,18K,1
CONTINENTAL RESOURCES INC. PAC,CONTINENTAL RESOURCES,2016,1000,18K,1
HOLLYFRONTIER CORPORATION PAC,HOLLYFRONTIER CORP,2016,2500,18K,1
THE BOEING COMPANY POLITICAL ACTION COMMITTEE,BOEING CO,2016,5000,18K,1
"ORACLE AMERICA, INC. POLITICAL ACTION COMMITTEE (ORACLE PAC)",ORACLE CORP,2016,5000,18K,1
XCEL ENERGY EMPLOYEE POLITICAL ACTION COMMITTEE (XPAC),XCEL ENERGY INC,2016,5000,18K,1
HUMANA INC. PAC,HUMANA INC,2016,5000,18K,1
"AMGEN, INC. PAC",AMGEN INC,2016,5000,18K,1
HONEYWELL INTERNATIONAL PAC,HONEYWELL INTERNATIONAL,2016,1000,18K,1
NUCOR CORPORATION POLITICAL ACTION COMMITTEE,NUCOR CORP,2016,5000,18K,1
PRUDENTIAL FINANCIAL INC. FEDERAL POLITICAL ACTION COMMITTEE (AKA - PRUDENTIAL FEDERAL PAC,PRUDENTIAL FINANCIAL INC,2016,5000,18K,1
UNITED TECHNOLOGIES CORPORATION PAC,UNITED TECHNOLOGIES,2016,15000,18K,1
US BANCORP POLITICAL PARTICIPATION PROGRAM,US BANCORP,2016,15000,18K,1
COCA-COLA COMPANY NONPARTISAN COMMITTEE FOR GOOD GOVERNMENT,COCA COLA CO,2016,5000,18K,1
CSX GOOD GOVERNMENT FUND,CSX CORP,2016,15000,18K,1
DTE ENERGY COMPANY PAC,DTE ENERGY CO,2016,15000,18K,1
PREMIER EMPLOYEE'S CIVIC ACTION FUND PAC,PREMIER INC,2016,15000,18K,1
NUCOR CORPORATION PAC,NUCOR CORP,2016,10000,18K,1
HOME DEPOT INC. PAC,HOME DEPOT INC,2016,15000,18K,1
HONEYWELL INTERNATIONAL PAC,HONEYWELL INTERNATIONAL,2016,15000,18K,1
AMGEN PAC,AMGEN INC,2016,15000,18K,1
BOEING PAC,BOEING CO,2016,15000,18K,1
JOHNSON & JOHNSON PAC,JOHNSON & JOHNSON,2016,15000,18K,1
LOCKHEED MARTIN EMPLOYEES' PAC,LOCKHEED MARTIN CORP,2016,15000,18K,1
LYONDELL CHEMICAL COMPANY PAC,LYONDELLBASELL INDS,2016,5000,18K,1
MICROSOFT PAC,MICROSOFT CORP,2016,15000,18K,1
MOTOROLA SOLUTIONS PAC,MOTOROLA SOLUTIONS INC,2016,10000,18K,1
3M COMPANY PAC,3M CO,2016,15000,18K,1
ABBVIE POLITICAL ACTION COMMITTEE,ABBVIE INC,2016,15000,18K,1
NEXTERA ENERGY- PAC,NEXTERA ENERGY INC,2016,15000,18K,1
MCDONALD'S CORPORATION PAC,MCDONALDS CORP,2016,5000,18K,1
MEDTRONIC PAC,MEDTRONIC PLC,2016,5000,18K,1
WEYERHAEUSER PAC,WEYERHAEUSER CO,2016,2500,18K,1
JOHNSON & JOHNSON POLITICAL ACTION COMMITTEE,JOHNSON & JOHNSON,2016,5000,18K,1
MEDTRONIC INC. PAC,MEDTRONIC PLC,2016,5000,18K,1
THE COCA-COLA COMPANY NONPARTISAN COMMITTEE FOR GOOD GOVERNMENT,COCA COLA CO,2016,5000,18K,1
"APPLIED MATERIALS, INC. POLITICAL ACTION COMMITTEE",APPLIED MATLS INC,2016,5000,18K,1
DTE ENERGY COMPANY POLITICAL ACTION COMMITTEE,DTE ENERGY CO,2016,5000,18K,1
LOCKHEED MARTIN CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE,LOCKHEED MARTIN CORP,2016,5000,18K,1
PINNACLE WEST CAPITAL CORPORATION PAC,PINNACLE WEST CAPITAL CO,2016,2500,18K,1
FIRSTENERGY PAC,FIRSTENERGY CORP,2016,2500,18K,1
AT&T INC. FEDERAL POLITICAL ACTION COMMITTEE (AT&T FEDERAL PAC),AT&T INC,2016,1000,18K,1
EDISON INTERNATIONAL PAC,EDISON INTERNATIONAL,2016,1000,18K,1
"ANTHEM, INC. POLITICAL ACTION COMMITTEE (ANTHEM PAC)",ANTHEM INC,2016,2500,18K,1
HERBALIFE INTERNATIONAL INC. PAC,HERBALIFE NUTRITION LTD,2016,2500,18K,1
"MOLINA HEALTHCARE, INC. PAC",MOLINA HEALTHCARE INC,2016,2500,18K,1
JOHNSON & JOHNSON PAC,JOHNSON & JOHNSON,2016,750,18K,1
PINNACLE WEST CAPITAL CORPORATION PAC,PINNACLE WEST CAPITAL CO,2016,5000,18K,1
GOOGLE INC. NETPAC,ALPHABET INC CL A,2016,5000,18K,1
RAYTHEON COMPANY POLITICAL ACTION COMMITTTEE,RAYTHEON CO,2016,5000,18K,1
GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE (GEPAC),GENERAL ELECTRIC CO,2016,2500,18K,1
PINNACLE WEST CAPITAL CORPORATION PAC,PINNACLE WEST CAPITAL CO,2016,2500,18K,1
JOHNSON & JOHNSON POLITICAL ACTION COMMITTEE,JOHNSON & JOHNSON,2016,2500,18K,1
"ANTHEM, INC. POLITICAL ACTION COMMITTEE (ANTHEM PAC)",ANTHEM INC,2016,1000,18K,1
PFIZER INC. PAC,PFIZER INC,2016,4000,18K,1
THE GOLDMAN SACHS GROUP INC. POLITICAL ACTION COMMITTEE,GOLDMAN SACHS GROUP INC,2016,5000,18K,1
CIGNA CORPORATION POLITICAL ACTION COMMITTEE,CIGNA CORP,2016,1000,18K,1
GENERAL MOTORS COMPANY POLITICAL ACTION COMMITTEE (GM PAC),GENERAL MTRS CO,2016,1500,18K,1
MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,MICROSOFT CORP,2016,1000,18K,1
GENERAL DYNAMICS CORPORATION PAC (GDC PAC),GENERAL DYNAMICS CORP,2016,2000,18K,1
HONEYWELL INTERNATIONAL PAC,HONEYWELL INTERNATIONAL,2016,2500,18K,1
CNA FINANCIAL CORPORATION CITIZENS FOR GOOD GOVERNMENT,CNA FINANCIAL CORP,2016,5000,18K,1
LEIDOS INC. PAC,LEIDOS HOLDINGS INC,2016,5000,18K,1
HOME DEPOT INC. PAC,HOME DEPOT INC,2016,5000,18K,1
HONEYWELL INTERNATIONAL PAC,HONEYWELL INTERNATIONAL,2016,5000,18K,1
ELI LILLY & COMPANY POLITICAL ACTION COMMITTEE,LILLY ELI & CO,2016,2500,18K,1
"LOWE'S COMPANIES, INC. POLITICAL ACTION COMMITTEE",LOWES COS INC,2016,5000,18K,1
CAPITAL ONE FINANCIAL CORP. ASSOC. POLITICAL FUND,CAPITAL ONE FINANCIAL,2016,2500,18K,1
LOCKHEED MARTIN CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE,LOCKHEED MARTIN CORP,2016,5000,18K,1
JOHNSON & JOHNSON PAC,JOHNSON & JOHNSON,2016,3000,18K,1
"MERCK & CO., INC., EMPLOYEES POLITICAL ACTION COMMITTEE (MERCK PAC)",MERCK & CO INC,2016,2500,18K,1
"MERCK & CO., INC., EMPLOYEES POLITICAL ACTION COMMITTEE (MERCK PAC)",MERCK & CO INC,2016,2500,18K,1
"CENTERPOINT ENERGY, INC. POLITICAL ACTION COMMITTEE",CENTERPOINT ENERGY INC,2016,1000,18K,1
"ALKERMES, INC. POLITICAL ACTION COMMITTEE",ALKERMES PLC,2016,1250,18K,1
AT&T INC. FEDERAL POLITICAL ACTION COMMITTEE (AT&T FEDERAL PAC),AT&T INC,2016,2500,18K,1
TARGET CORP. CITIZENS POLITICAL FORUM (TARGETCITIZENS POLITICAL FORUM),TARGET CORP,2016,1000,18K,1
ACCENTURE INC. POLITICAL ACTION COMMITTEE,ACCENTURE PLC IRELAND,2016,2500,18K,1
"CHENIERE ENERGY, INC. PAC",CHENIERE ENERGY INC,2016,2500,18K,1
CITIGROUP INC. POLITICAL ACTION COMMITTEE - FEDERAL (CITIGROUP PAC-FEDERAL),CITIGROUP INC,2016,2500,18K,1
FEDEX CORPORATION PAC,FEDEX CORP,2016,2500,18K,1
THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE,HOME DEPOT INC,2016,5000,18K,1
"BWX TECHNOLOGIES, INC. PAC",BWX TECHNOLOGIES INC,2016,2500,18K,1
JPMORGAN CHASE & CO. FEDERAL POLITICAL ACTION COMMITTEE,JPMORGAN CHASE & CO,2016,2500,18K,1
HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE,HONEYWELL INTERNATIONAL,2016,2000,18K,1
"FLIR SYSTEMS, INC. EMPLOYEES POLITICAL ACTION COMMITTEE (FLIRPAC)",FLIR SYSTEMS INC,2016,1000,18K,1
"MCLANE COMPANY, INC. FEDERAL POLITICAL ACTION COMMITTEE",BERKSHIRE HATHAWAY INC,2016,5000,18K,1
AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC),AFLAC INC,2016,1000,18K,1
BOSTON SCIENTIFIC CORPORATION POLITICAL ACTION COMMITTEE ('BSC PAC'),BOSTON SCIENTIFIC CO,2016,2500,18K,1
JOHNSON & JOHNSON PAC,JOHNSON & JOHNSON,2016,2500,18K,1
HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE,HONEYWELL INTERNATIONAL,2016,2500,18K,1
COMCAST CORPORATION & NBCUNIVERSAL POLITICAL ACTION COMMITTEE - FEDERAL,COMCAST CORP CL A,2016,5000,18K,1
DELTA AIR LINES POLITICAL ACTION COMMITTEE,DELTA AIR LINES INC,2016,5000,18K,1
DELTA AIR LINES POLITICAL ACTION COMMITTEE,DELTA AIR LINES INC,2016,5000,18K,1
CHARTER COMMUNICATIONS INC. POLITICAL ACTION COMMITTEE,CHARTER COMM INC,2016,5000,18K,1
GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GDC PAC),GENERAL DYNAMICS CORP,2016,5000,18K,1
MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,MICROSOFT CORP,2016,5000,18K,1
UNION PACIFIC CORP. FUND FOR EFFECTIVE GOVERNMENT,UNION PACIFIC CORP,2016,5000,18K,1
EMPLOYEES OF NORTHROP GRUMMAN CORPORATION PAC,NORTHROP GRUMMAN CORP,2016,5000,18K,1
AMEREN FEDERAL POLITICAL ACTION COMMITTEE (AMERENFED PAC),AMEREN CORP,2016,2500,18K,1
COMCAST CORPORATION & NBCUNIVERSAL POLITICAL ACTION COMMITTEE - FEDERAL,COMCAST CORP CL A,2016,2500,18K,1
SOUTHWEST AIRLINES PILOTS' ASSOCIATION PAC (SWAPA PAC),SOUTHWEST AIRLINES CO,2016,2500,18K,1
AFLAC PAC (AFLAC PAC),AFLAC INC,2016,2500,18K,1
ARCHER DANIELS MIDLAND COMPANY-ADM PAC,ARCHER DANIELS MIDLAND,2016,2000,18K,1
AT&T INC. FEDERAL PAC (AT&T FEDERAL PAC),AT&T INC,2016,1500,18K,1
HONEYWELL INTERNATIONAL PAC,HONEYWELL INTERNATIONAL,2016,5000,18K,1
GENERAL ELECTRIC COMPANY PAC (GEPAC),GENERAL ELECTRIC CO,2016,2500,18K,1
SOUTHWEST AIRLINES PILOTS' ASSOCIATION PAC (SWAPA PAC),SOUTHWEST AIRLINES CO,2016,2000,18K,1
HOLLYFRONTIER CORPORATION PAC,HOLLYFRONTIER CORP,2016,2500,18K,1
THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE,HOME DEPOT INC,2016,5000,18K,1
VALERO ENERGY CORPORATION POLITICAL ACTION COMMITTEE,VALERO ENERGY CORP,2016,5000,18K,1
"HOME DEPOT, INC PAC",HOME DEPOT INC,2016,5000,18K,1
HONEYWELL INTERNATIONAL PAC,HONEYWELL INTERNATIONAL,2016,5000,18K,1
HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE,HONEYWELL INTERNATIONAL,2016,2500,18K,1
"THE GOLDMAN SACHS GROUP, INC. PAC",GOLDMAN SACHS GROUP INC,2016,4000,18K,1
HONEYWELL INTERNATIONAL PAC,HONEYWELL INTERNATIONAL,2016,5000,18K,1
HONEYWELL INTERNATIONAL PAC,HONEYWELL INTERNATIONAL,2016,5000,18K,1
CME GROUP INC. PAC,CME GROUP INC,2016,5000,18K,1
EMPLOYEES OF NORTHROP GRUMMAN PAC,NORTHROP GRUMMAN CORP,2016,2500,18K,1
HONEYWELL INTERNATIONAL PAC,HONEYWELL INTERNATIONAL,2016,5000,18K,1
HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE,HONEYWELL INTERNATIONAL,2016,2500,18K,1
CHARTER COMMUNICATIONS PAC,CHARTER COMM INC,2016,1000,18K,1
FEDEX CORPORATION PAC,FEDEX CORP,2016,5000,18K,1
JPMORGAN CHASE & CO. PAC,JPMORGAN CHASE & CO,2016,2500,18K,1
HONEYWELL INTERNATIONAL PAC,HONEYWELL INTERNATIONAL,2016,4000,18K,1
REGIONS FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE,REGIONS FINANCIAL CORP,2016,2500,18K,1
"THE GOLDMAN SACHS GROUP, INC. POLITICAL ACTION COMMITTEE",GOLDMAN SACHS GROUP INC,2016,2000,18K,1
"ALTRIA GROUP, INC. POLITICAL ACTION COMMITTEE (ALTRIAPAC)",ALTRIA GROUP INC,2016,1000,18K,1
WEYERHAEUSER COMPANY POLITICAL ACTION COMMITTEE,WEYERHAEUSER CO,2016,2500,18K,1
GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE (GEPAC),GENERAL ELECTRIC CO,2016,2500,18K,1
"MERCK & CO., INC., EMPLOYEES POLITICAL ACTION COMMITTEE (MERCK PAC)",MERCK & CO INC,2016,1500,18K,1
"THE GOLDMAN SACHS GROUP, INC. POLITICAL ACTION COMMITTEE",GOLDMAN SACHS GROUP INC,2016,5000,18K,1
THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE,HOME DEPOT INC,2016,2500,18K,1
HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE,HONEYWELL INTERNATIONAL,2016,5000,18K,1
PG&E CORPORATION EMPLOYEES ENERGYPAC,PG&E CORP,2016,1000,18K,1
"AMGEN, INC. PAC",AMGEN INC,2016,5000,18K,1
MICROSOFT CORPORATION PAC,MICROSOFT CORP,2016,2500,18K,1
MOLINA HEALTHCARE INC. PAC,MOLINA HEALTHCARE INC,2016,1000,18K,1
NV ENERGY POLITICAL ACTION COMMITTEE,BERKSHIRE HATHAWAY INC,2016,5000,18K,1
"PFIZER, INC. PAC",PFIZER INC,2016,5000,18K,1
VAIL RESORTS EMPLOYEE POLITICAL ACTION COMMITTEE,VAIL RESORTS INC,2016,5000,18K,1
HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE,HONEYWELL INTERNATIONAL,2016,5000,18K,1
"T-MOBILE USA, INC.  POLITICAL ACTION COMMITTEE (T-PAC)",T-MOBILE US INC,2016,1000,18K,1
XCEL ENERGY EMPLOYEE POLITICAL ACTION COMMITTEE (XPAC),XCEL ENERGY INC,2016,1000,18K,1
BRISTOL-MYERS SQUIBB CO. EMPLOYEE POLITICAL ADVOCACY FUND FOR INNOVATION,BRISTOL MYERS SQUIBB,2016,1000,18K,1
MICROSOFT CORPORATION PAC,MICROSOFT CORP,2016,5000,18K,1
CHARTER COMMUNICATIONS INC. POLITICAL ACTION COMMITTEE,CHARTER COMM INC,2016,500,18K,1
FEDEX CORPORATION PAC,FEDEX CORP,2016,5000,18K,1
CITIGROUP INC. POLITICAL ACTION COMMITTEE - FEDERAL (CITIGROUP PAC-FEDERAL),CITIGROUP INC,2016,5000,18K,1
"MCLANE COMPANY, INC. FEDERAL POLITICAL ACTION COMMITTEE",BERKSHIRE HATHAWAY INC,2016,1000,18K,1
GENERAL MOTORS COMPANY POLITICAL ACTION COMMITTEE (GM PAC),GENERAL MTRS CO,2016,2500,18K,1
FORD MOTOR COMPANY CIVIC ACTION FUND,FORD MOTOR CO,2016,2500,18K,1
PFIZER PAC,PFIZER INC,2016,5000,18K,1
AMERISOURCEBERGEN CORPORATION POLITICAL ACTION COMMITTEE (ABC PAC),AMERISOURCEBERGEN CORP,2016,1000,18K,1
MARATHON PETROLEUM CORPORATION EMPLOYEES POLITICAL ACTION COMMITTEE (MPAC),MARATHON PETROLEUM CORP,2016,5000,18K,1
THE HOME DEPOT INC. PAC,HOME DEPOT INC,2016,5000,18K,1
"CISCO SYSTEMS, INC. FEDERAL PAC, AKA CISCO SYSTEMS EPAC",CISCO SYSTEMS INC,2016,2000,18K,1
"MOTOROLA SOLUTIONS, INC. POLITICAL ACTION COMMITTEE",MOTOROLA SOLUTIONS INC,2016,1000,18K,1
HUMANA INC. PAC,HUMANA INC,2016,2500,18K,1
MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,MICROSOFT CORP,2016,3500,18K,1
THE BOEING COMPANY POLITICAL ACTION COMMITTEE,BOEING CO,2016,5000,18K,1
INTERNATIONAL PAPER PAC (IP PAC),INTERNATIONAL PAPER CO,2016,2500,18K,1
HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE,HONEYWELL INTERNATIONAL,2016,2500,18K,1
LOCKHEED MARTIN EMPLOYEES' PAC,LOCKHEED MARTIN CORP,2016,5000,18K,1
RAYTHEON COMPANY POLITICAL ACTION COMMITTTEE,RAYTHEON CO,2016,5000,18K,1
"MERCK & CO., INC., EMPLOYEES POLITICAL ACTION COMMITTEE (MERCK PAC)",MERCK & CO INC,2016,2000,18K,1
BALL CORPORATION,BALL CORP,2016,1000,18K,1
EVERSOURCE ENERGY POLITICAL ACTION COMMITTEE (EVERSOURCEPAC),EVERSOURCE ENERGY,2016,2000,18K,1
WHIRLPOOL CORPORATION POLITICAL ACTION COMMITTEE,WHIRLPOOL CORP,2016,5000,18K,1
MICROSOFT CORPORATION PAC,MICROSOFT CORP,2016,2500,18K,1
GOLDMAN SACHS GROUP INC PAC,GOLDMAN SACHS GROUP INC,2016,2500,18K,1
EMPLOYEES OF NORTHROP GRUMMAN CORPORATION PAC,NORTHROP GRUMMAN CORP,2016,5000,18K,1
"ANTHEM, INC. PAC (ANTHEM PAC)",ANTHEM INC,2016,2500,18K,1
PINNACLE WEST CAPITAL CORPORATION PAC,PINNACLE WEST CAPITAL CO,2016,5000,18K,1
CITIGROUP INC. POLITICAL ACTION COMMITTEE - FEDERAL (CITIGROUP PAC-FEDERAL),CITIGROUP INC,2016,5000,18K,1
J  P MORGAN CHASE BANK N A,JPMORGAN CHASE & CO,2016,1000,18K,1
J  P MORGAN CHASE BANK N A,JPMORGAN CHASE & CO,2016,1000,18K,1
"MOLINA HEALTHCARE, INC. PAC",MOLINA HEALTHCARE INC,2016,5000,18K,1
TEXTRON INC. PAC,TEXTRON INC,2016,5000,18K,1
GENERAL MOTORS COMPANY POLITICAL ACTION COMMITTEE (GM PAC),GENERAL MTRS CO,2016,5000,18K,1
ABBVIE POLITICAL ACTION COMMITTEE,ABBVIE INC,2016,1000,18K,1
CBS CORPORATION POLITICAL ACTION COMMITTEE,CBS CORPORATION,2016,1500,18K,1
COMCAST CORPORATION & NBCUNIVERSAL POLITICAL ACTION COMMITTEE - FEDERAL,COMCAST CORP CL A,2016,5000,18K,1
EMPLOYEES OF NORTHROP GRUMMAN CORPORATION PAC,NORTHROP GRUMMAN CORP,2016,5000,18K,1
NUCOR CORPORATION POLITICAL ACTION COMMITTEE,NUCOR CORP,2016,1000,18K,1
QUALCOMM INCORPORATED POLITICAL ACTION COMMITTEE (QPAC),QUALCOMM INC,2016,2500,18K,1
THE WALT DISNEY PRODUCTIONS EMPLOYEES PAC,DISNEY WALT CO,2016,2000,18K,1
HUMANA INC. POLITICAL ACTION COMMITTEE,HUMANA INC,2016,2500,18K,1
KIRBY CORPORATION POLITICAL ACTION COMMITTEE,KIRBY CORP,2016,5000,18K,1
MARATHON PETROLEUM CORPORATION EMPLOYEES POLITICAL ACTION COMMITTEE (MPAC),MARATHON PETROLEUM CORP,2016,5000,18K,1
MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE,MICROSOFT CORP,2016,2500,18K,1
WESTROCK POLITICAL ACTION COMMITTEE,WESTROCK CO,2016,2000,18K,1
"THE TRAVELERS COMPANIES, INC. POLITICAL ACTION COMMITTEE (T-PAC)",TRAVELERS COS INC,2016,1000,18K,1
CENTENE CORPORATION POLITICAL ACTION COMMITTEE (CENTENE PAC),CENTENE CORP,2016,5000,18K,1
COMCAST CORPORATION & NBCUNIVERSAL POLITICAL ACTION COMMITTEE - FEDERAL,COMCAST CORP CL A,2016,5000,18K,1
JOHNSON & JOHNSON POLITICAL ACTION COMMITTEE,JOHNSON & JOHNSON,2016,2500,18K,1
PFIZER INC. PAC,PFIZER INC,2016,2500,18K,1
RAYTHEON COMPANY POLITICAL ACTION COMMITTTEE,RAYTHEON CO,2016,5000,18K,1
REGIONS FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE,REGIONS FINANCIAL CORP,2016,500,18K,1
THE CATERPILLAR INC. EMPLOYEE POLITICAL ACTION COMMITTEE,CATERPILLAR INC,2016,2500,18K,1
GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE (GEPAC),GENERAL ELECTRIC CO,2016,2000,18K,1
LOCKHEED MARTIN CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE,LOCKHEED MARTIN CORP,2016,5000,18K,1
PRUDENTIAL FINANCIAL INC STATE AND FEDERAL POLITICAL ACTION COMMITTEE AKA PRUDENTIAL STAT,PRUDENTIAL FINANCIAL INC,2016,2500,18K,1
AT&T INC. FEDERAL POLITICAL ACTION COMMITTEE (AT&T FEDERAL PAC),AT&T INC,2016,5000,18K,1
CHARTER COMMUNICATIONS INC. POLITICAL ACTION COMMITTEE,CHARTER COMM INC,2016,5000,18K,1
NEWS CORPORATION POLITICAL ACTION COMMITTEE (NEWS CORP PAC),NEWS CORP CL A,2016,2500,18K,1
NORFOLK SOUTHERN CORPORATION GOOD GOVERNMENT FUND,NORFOLK SOUTHERN CORP,2016,5000,18K,1
MICROSOFT CORPORATION PAC,MICROSOFT CORP,2016,2500,18K,1
HILTON WORLDWIDE PAC,HILTON WORLDWIDE HOLDING,2016,2500,18K,1
"CHARTER COMMUNICATIONS, INC. PAC",CHARTER COMM INC,2016,2500,18K,1
